호선,역,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
경부선,독산,753,10,"8,878","2,399","20,829","12,964","51,636","47,752","49,195","95,052","24,209","40,777","16,671","13,597","16,651","11,571","17,739","12,634","16,856","13,939","16,139","12,012","17,760","15,718","29,784","19,016","56,355","28,052","68,741","47,383","27,646","37,589","16,938","21,480","12,321","21,309","7,418","20,280","2,874","11,496",124,789,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,세류,747,4,"4,215",673,"10,400","3,005","18,292","4,245","11,767","4,221","5,957","3,051","4,689","2,957","4,209","3,122","4,390","3,728","3,965","3,452","3,412","3,485","4,234","4,098","5,567","5,479","6,894","7,391","5,167","13,345","3,259","10,241","2,738","7,662","2,254","6,871","1,317","5,086",471,"3,301",8,904,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,병점,"3,157",24,"8,495","3,232","33,208","12,277","52,405","22,392","39,927","26,944","26,530","15,075","23,263","11,806","21,900","13,386","23,129","13,886","19,829","15,493","18,978","18,237","21,775","20,864","24,779","27,003","31,486","36,505","30,790","50,197","16,321","42,044","14,133","30,291","11,503","23,268","7,660","23,000","2,739","15,920",31,"6,725",0,0,0,0,0,0,2025-08-03 10:00:47
경부선,세마,198,1,"2,405","1,216","7,563","3,012","11,360","5,684","9,992","10,682","6,403","2,612","4,672","2,093","4,265","2,672","4,687","2,452","4,924","3,298","4,399","3,282","4,672","3,158","6,169","6,300","7,792","7,856","9,098","9,665","3,372","8,822","2,396","5,822","1,894","5,810","1,322","5,034",545,"2,563",89,239,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,오산대,242,2,"2,903","1,080","8,661","2,828","13,850","4,540","10,417","8,013","6,218","3,276","5,105","3,398","4,688","3,431","4,789","3,270","5,676","3,955","4,687","4,053","4,947","3,903","6,099","6,001","7,604","8,191","9,374","12,493","3,797","10,765","3,427","6,279","3,224","6,045","1,911","4,714","1,116","2,916",109,252,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,오산,582,4,"7,275","2,017","18,156","10,616","27,191","27,793","25,151","19,971","17,677","12,727","16,931","11,371","16,610","9,767","17,191","12,535","15,286","13,721","15,143","13,657","15,856","16,661","20,150","20,312","23,580","24,801","24,883","31,613","15,562","23,420","11,481","18,931","8,763","15,092","4,954","10,774","2,006","8,170",146,671,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,진위,36,0,"1,029",404,"1,702","3,374","3,042","8,939","2,433","7,856","1,782","2,567","1,610","2,057","2,083","1,023","1,749",868,"1,666","1,037","1,619","1,052","3,480","1,524","3,505","1,556","7,726","2,315","7,686","2,659","2,887","2,237","1,686","1,560","1,001","1,305",666,"1,216",244,816,19,54,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,송탄,98,6,"5,487","1,114","8,589","3,400","13,300","6,538","11,039","9,227","8,620","4,435","7,985","3,926","7,561","4,524","7,130","4,635","6,912","4,667","6,244","5,791","7,102","6,795","9,128","7,707","8,609","10,397","9,173","11,690","5,282","11,957","3,886","9,535","3,281","7,801","2,012","6,912",984,"6,361",70,406,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,서정리,91,1,"5,010","2,477","13,898","7,645","17,910","15,978","15,943","19,207","13,146","8,354","12,036","6,991","12,366","8,043","13,236","10,206","11,595","9,893","12,001","9,817","13,591","11,283","17,648","15,146","28,073","19,739","18,418","18,999","9,733","18,484","8,527","14,124","6,609","10,278","4,596","10,789","2,688","7,744",108,694,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,평택지제,19,1,"2,704","3,209","5,881","7,772","11,495","12,481","9,547","7,220","6,385","5,128","5,585","3,907","5,385","4,153","6,275","4,166","4,757","4,166","4,964","4,436","7,407","5,480","7,272","6,822","12,573","8,700","9,409","9,928","7,014","9,044","5,498","6,182","4,564","5,906","4,526","5,499","2,571","3,405",45,238,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,평택,233,2,"8,633","3,437","15,068","10,156","26,270","17,553","25,707","23,634","22,162","20,670","22,300","17,169","20,731","20,941","20,678","21,822","22,400","20,037","21,987","22,917","23,372","24,553","25,825","27,896","29,201","32,815","26,944","34,514","19,517","24,495","20,955","20,407","14,267","15,396","12,635","12,343","6,786","7,606",89,"2,283",0,0,0,0,0,0,2025-08-03 10:00:47
경부선,성환,28,1,"2,043",958,"3,964","3,046","6,953","10,409","6,770","10,673","6,896","5,306","6,275","4,575","5,514","4,362","5,476","6,732","8,052","6,232","6,443","4,694","7,811","5,594","8,360","5,690","15,704","6,886","9,457","7,759","4,938","5,951","3,617","5,389","2,168","4,930","1,250","4,901",585,"4,668",55,"1,123",0,0,0,0,0,0,2025-08-03 10:00:47
경부선,직산,42,0,749,450,"1,742","1,411","2,526","3,561","2,436","3,554","1,824","1,203","1,545","1,006","1,494",894,"1,260",979,"1,288","1,044","1,095","1,070","1,559","1,072","1,482","1,495","3,838","1,912","3,340","2,147","1,349","2,119","1,142","1,474",757,"1,248",354,"1,164",218,994,24,194,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,두정,"1,054",6,"5,171","1,435","10,837","3,712","16,950","7,494","15,435","11,768","12,150","10,778","10,756","8,320","10,188","8,396","11,639","9,637","10,447","10,362","10,152","9,350","11,512","8,534","12,660","12,513","14,006","15,249","14,951","21,373","8,881","15,379","7,200","12,015","6,342","9,270","4,221","11,367","2,470","9,033",40,"2,742",0,0,0,0,0,0,2025-08-03 10:00:47
경부선,천안,"1,374",10,"2,845",918,"6,299","3,887","11,553","6,582","10,316","12,121","12,966","12,174","10,785","10,387","12,135","11,925","11,480","12,994","11,824","12,396","13,899","12,216","13,400","13,205","14,009","12,951","13,593","16,973","13,083","16,187","9,508","10,586","7,871","8,938","5,577","6,342","3,454","5,246","2,334","3,616",38,"2,138",0,0,0,0,0,0,2025-08-03 10:00:47
경부선,당정,57,1,"5,080",888,"12,617","3,823","25,465","9,855","20,923","14,867","10,989","6,006","7,932","4,067","7,998","4,630","8,693","4,653","7,078","5,006","6,066","5,040","7,330","6,459","7,668","8,464","11,152","12,858","13,668","21,537","5,271","16,458","4,364","11,018","3,343","9,009","2,534","9,296",998,"5,723",70,"1,081",0,0,0,0,0,0,2025-08-03 10:00:47
경부선,서동탄,0,0,"1,809",4,"6,513",783,"11,181","1,434","3,819","1,174","2,669",961,"1,712",688,"1,886",939,"1,528",987,"1,499","1,077","1,280","1,340","1,670","1,735","1,634","2,222","2,029","2,719","2,022","5,507",895,"5,839",725,"2,557",512,"1,983",358,"2,418",135,"1,499",6,995,0,0,0,0,0,0,2025-08-03 10:00:47
경부선,광명,0,0,13,"1,490","3,680","3,266","12,463","7,145","11,115","8,689","7,205","6,560","3,593","4,219","7,565","2,674","5,417","7,852","4,743",172,"3,432","7,828","6,544","3,784","7,961","5,082","9,945","7,324","10,882","13,018","8,568","6,944","2,812","4,384","7,110","2,935","2,388","4,507","1,082",46,0,0,0,0,0,0,0,0,2025-08-03 10:00:47
경인선,개봉,"1,719",13,"19,850","5,950","43,974","12,704","102,930","15,804","92,410","23,598","52,570","21,538","36,817","18,335","32,070","21,123","32,896","25,635","29,965","26,349","26,626","27,320","27,150","35,746","30,769","47,576","32,232","65,855","30,370","100,164","19,934","70,467","16,187","43,025","13,996","38,709","11,996","32,660","4,109","18,090",65,"1,786",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,오류동,637,3,"13,460","1,662","20,975","4,329","51,280","5,898","49,869","12,059","29,309","11,850","21,416","9,781","18,449","9,104","18,565","12,765","16,420","14,092","14,486","13,123","15,063","17,478","15,613","20,465","14,971","27,929","13,669","44,570","8,548","37,028","6,609","23,301","5,569","20,752","3,562","18,409","1,507","11,243",59,"1,630",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,역곡,"1,225",15,"30,328","3,087","49,314","9,391","115,762","13,963","109,215","31,170","60,037","24,202","39,415","20,018","34,596","20,471","35,156","25,755","33,646","26,903","27,366","29,281","27,551","35,904","30,643","51,200","33,012","70,341","31,628","114,444","19,953","85,765","16,590","49,007","13,269","47,043","10,048","40,141","4,553","25,496",265,"3,363",1,1,0,0,0,0,2025-08-03 10:00:47
경인선,부천,"4,361",27,"40,038","4,835","45,646","11,887","100,826","19,423","102,937","42,493","62,128","43,529","48,046","41,053","46,476","39,197","48,312","49,199","46,463","49,038","44,941","47,742","48,618","55,239","54,723","63,499","55,687","86,765","57,601","112,346","38,126","88,323","31,259","55,695","27,201","49,485","19,922","41,421","9,220","27,094",764,"5,462",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,송내,"1,820",8,"17,310","8,204","42,540","15,324","108,889","29,719","86,557","79,140","49,049","41,695","34,319","23,797","35,247","22,243","33,524","25,299","31,004","26,120","28,776","26,237","31,575","29,282","36,906","38,859","47,654","59,897","74,759","93,005","29,122","78,312","22,442","46,128","18,898","39,578","14,245","33,367","6,448","21,495",550,"3,735",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,부평,"11,273",61,"25,021","4,067","39,527","10,663","93,521","20,552","81,340","36,263","48,025","40,908","39,208","36,865","40,612","44,512","43,767","48,717","44,439","56,024","44,449","55,823","51,091","56,652","56,386","67,320","61,164","88,081","56,569","119,866","41,342","94,013","41,140","55,016","38,094","46,726","30,583","36,754","15,874","23,299","2,481","7,487",0,2,0,0,0,0,2025-08-03 10:00:47
경인선,백운,233,25,"9,775","1,278","16,492","2,513","30,268","4,507","27,949","10,669","15,772","7,079","12,822","5,818","11,548","7,415","11,008","7,352","9,923","8,421","8,860","9,004","8,811","10,786","9,572","13,833","10,844","19,114","9,623","25,903","5,057","23,521","4,154","13,620","3,954","12,709","2,476","10,462","1,270","5,802",167,"2,331",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,동암,773,14,"22,941","3,117","29,848","7,409","60,464","13,232","55,849","17,045","32,422","15,040","25,215","14,806","23,215","16,760","23,710","17,554","22,140","18,658","19,276","18,807","19,069","22,941","21,212","30,923","23,049","43,346","21,842","56,477","13,719","50,298","11,598","32,857","9,905","28,313","7,387","24,258","3,901","14,018",399,"4,592",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,주안,"1,339",21,"15,258","3,035","31,501","8,047","61,838","17,012","53,064","26,369","33,673","19,598","27,318","15,559","27,999","16,068","29,743","18,245","27,301","20,219","24,424","19,871","27,039","22,385","30,206","30,265","36,046","38,612","32,834","56,728","20,307","56,170","18,028","30,878","16,777","28,247","11,990","25,180","5,956","17,008",682,"5,716",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,제물포,"1,248",39,"9,137","1,945","19,454","5,771","39,877","14,405","31,549","30,446","19,215","12,922","15,597","9,667","16,023","9,034","16,514","11,167","15,561","11,617","13,127","11,178","15,652","12,977","19,196","16,863","20,277","22,796","22,029","32,623","9,313","28,362","7,625","16,615","6,327","15,536","3,823","14,423","1,394","9,537",66,"3,057",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,동인천,"1,658",22,"8,030","2,504","18,836","11,341","42,795","23,012","32,634","30,382","21,256","17,053","19,786","17,010","20,746","19,747","22,793","19,481","22,308","21,229","21,279","19,108","26,022","20,977","27,749","23,829","35,623","27,160","36,547","34,460","17,420","33,867","12,874","19,561","9,863","16,250","5,953","14,455","2,271","8,861",15,"3,194",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,인천,524,5,"1,608","1,079","3,548","3,358","5,760","7,218","4,892","10,657","4,144","7,328","4,360","7,528","5,329","8,470","7,010","8,734","8,253","8,355","9,984","7,355","11,470","6,460","12,361","5,855","14,470","5,424","13,848","4,626","6,439","3,750","5,569","2,849","4,113","2,178","1,970","1,706",608,"1,246",8,877,0,3,0,0,0,0,2025-08-03 10:00:47
경인선,구일,389,7,"4,999","2,563","12,016","7,768","28,079","8,679","24,548","11,370","13,482","7,124","9,955","5,907","8,500","7,140","8,601","12,589","7,966","17,677","8,015","13,741","9,309","16,884","14,071","22,476","21,911","37,785","12,409","45,288","6,451","21,887","6,056","11,544","28,940","11,086","22,595","8,595","6,063","5,841",49,581,0,0,0,0,0,0,2025-08-03 10:00:47
경인선,소사,"1,430",6,"13,803","2,393","13,828","5,283","29,097","6,871","26,547","8,572","16,857","7,144","13,206","6,957","11,435","6,915","11,672","8,079","10,308","8,904","9,062","9,023","9,343","10,713","10,601","13,502","10,286","17,765","9,588","24,248","5,890","20,186","4,412","12,908","3,427","11,719","2,245","11,004","1,048","6,997",85,"1,896",0,1,0,0,0,0,2025-08-03 10:00:47
경인선,부개,"2,435",13,"10,957","1,529","18,416","3,214","42,380","6,104","33,731","10,937","18,950","7,311","14,383","6,779","12,904","8,333","13,010","9,125","11,954","9,229","9,760","10,931","9,968","12,923","11,595","16,627","11,113","22,411","11,806","30,539","6,362","26,552","4,834","15,994","3,944","14,668","2,407","11,772","1,321","7,798",191,"2,217",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,간석,512,3,"6,905","1,356","12,095","2,616","22,759","4,806","20,719","9,298","11,398","5,176","9,492","5,409","9,364","5,493","9,601","6,404","8,640","7,374","7,820","7,565","7,897","8,392","8,532","11,275","8,826","13,809","9,491","19,406","4,882","17,548","4,115","10,874","3,227","8,882","2,368","7,174","1,163","5,476",131,"2,075",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,도원,907,55,"2,180","2,500","3,835","3,415","8,013","6,247","7,750","17,867","5,034","3,772","4,692","4,039","5,056","3,448","5,557","3,461","5,985","3,754","5,219","3,845","6,428","4,229","9,269","5,554","8,215","6,800","7,479","8,939","2,700","6,253","2,232","4,268","5,635","3,376","1,029","2,960",427,"2,270",27,"1,283",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,온수(성공회대입구),388,7,"5,919","1,703","8,893","3,687","23,612","8,407","21,108","10,948","14,175","6,374","10,666","5,657","10,181","5,296","10,982","6,968","9,269","7,564","8,666","7,282","9,574","9,424","10,585","10,805","10,097","13,937","9,683","22,277","5,181","16,540","3,955","10,804","4,191","9,790","2,455","8,649","1,389","4,897",98,827,0,0,0,0,0,0,2025-08-03 10:00:47
경인선,중동,"1,226",25,"11,563","1,774","19,995","4,945","44,263","6,168","34,118","11,855","20,237","8,590","14,479","8,569","13,695","8,579","14,517","10,075","12,414","11,164","11,436","10,807","11,422","12,907","12,608","16,475","12,977","23,137","11,514","33,852","6,804","26,860","5,462","16,880","4,364","14,621","2,929","12,293","1,228","7,948",123,"1,738",0,0,0,0,0,0,2025-08-03 10:00:47
경인선,도화,438,2,"5,035",740,"7,997","1,921","16,422","4,425","13,003","7,753","8,813","4,177","7,546","4,305","7,230","4,649","6,799","5,494","6,491","5,287","5,765","5,430","5,936","6,070","6,429","8,596","6,379","9,592","6,924","11,429","3,340","10,871","2,717","6,656","2,159","5,552","1,437","4,470",670,"3,533",58,"1,524",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,이촌(국립중앙박물관),68,0,"1,383",581,"4,122","2,984","9,993","5,124","11,009","9,103","8,511","5,472","6,739","4,053","6,830","4,276","6,327","4,426","6,473","4,864","5,955","4,705","7,505","5,267","8,603","5,626","10,017","6,810","9,684","9,523","5,075","6,908","4,779","4,794","4,216","4,512","2,743","4,007",918,"2,360",56,610,0,0,0,0,0,0,2025-08-03 10:00:47
경원선,서빙고,100,4,"1,083",781,"2,274","5,107","3,399","4,822","4,038","9,711","3,586","4,180","3,286","3,038","2,828","2,414","3,461","2,364","3,464","3,250","3,271","2,544","4,141","3,517","6,684","3,210","9,060","3,367","7,617","4,520","2,900","3,867","2,172","2,254","2,854","2,039","1,564","1,593",407,937,25,228,0,0,0,0,0,0,2025-08-03 10:00:47
경원선,한남,176,0,913,814,"1,724","5,500","2,836","12,277","3,172","15,674","3,106","12,151","3,468","6,765","4,572","4,716","4,933","4,784","4,193","4,890","5,634","3,939","7,187","3,817","8,633","4,525","14,998","5,281","13,975","6,029","7,111","3,859","5,457","2,282","5,154","2,248","4,594","1,356","1,659",812,101,273,0,0,0,0,0,0,2025-08-03 10:00:47
경원선,옥수,1,1,1,10,3,67,32,13,136,260,27,23,40,160,25,181,55,80,35,31,25,13,25,44,391,53,353,41,49,43,295,19,44,18,37,13,19,10,15,0,1,0,0,0,0,0,0,0,2025-08-03 10:00:47
경원선,응봉,142,1,"1,319",223,"3,207","1,075","7,791","1,425","7,081","2,353","4,716","2,078","3,494","1,719","3,008","1,600","2,684","1,930","2,445","2,137","2,317","2,894","2,563","2,785","2,737","3,771","2,814","4,287","2,716","5,861","1,616","4,445","1,269","2,813",918,"2,458",574,"1,995",294,"1,234",37,418,0,0,0,0,0,0,2025-08-03 10:00:47
경원선,왕십리(성동구청),"1,222",14,"6,335","1,623","9,899","6,743","30,634","13,786","44,809","21,373","28,631","19,966","17,982","20,151","19,423","23,173","24,043","25,599","26,026","26,103","26,592","27,130","30,267","30,077","34,501","34,650","38,036","48,382","36,125","71,169","28,745","48,297","29,018","29,424","31,223","24,756","24,950","23,282","11,048","11,369","1,142","3,938",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,청량리(서울시립대입구),"1,761",12,"5,939","2,310","8,837","14,045","32,376","16,791","45,166","23,780","31,298","32,927","37,155","30,578","29,775","39,431","31,593","33,280","33,222","33,234","33,626","38,603","35,908","36,513","38,771","40,877","37,311","42,699","38,721","57,129","31,150","37,999","25,511","20,921","18,163","19,688","10,565","14,450","6,552","7,545",276,"3,210",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,외대앞,454,24,"4,956","2,513","10,145","10,678","26,689","6,713","29,112","17,618","17,253","11,838","13,264","10,206","13,032","10,351","13,991","11,260","14,785","11,455","15,285","11,432","19,122","12,936","21,276","15,256","20,957","18,797","15,895","29,552","10,449","22,813","8,255","14,671","7,099","14,976","6,179","15,650","2,821","11,058",265,"2,750",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,신이문,"1,732",17,"9,085","1,014","15,568","3,370","37,513","4,653","39,915","8,868","22,811","6,037","14,948","6,376","12,596","7,469","12,206","9,097","11,301","9,222","9,770","9,465","10,062","14,124","10,139","17,156","9,966","21,134","9,329","32,384","5,939","23,732","4,137","16,109","3,087","14,289","2,336","13,506","1,030","8,079",66,"2,023",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,석계,"1,626",31,"6,047","2,603","11,730","5,787","23,424","5,390","24,010","8,136","15,968","6,407","13,259","6,676","11,691","8,404","11,799","8,787","11,057","10,126","9,587","10,408","9,886","14,280","11,151","18,049","11,979","23,007","9,637","35,221","7,213","22,944","5,839","16,331","5,653","14,429","4,265","12,306","2,287","7,693",113,"1,853",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,광운대,"2,672",12,"7,187","1,158","16,304","2,848","34,341","5,980","30,047","10,519","15,788","9,595","11,901","7,966","11,663","7,925","11,987","9,078","11,363","9,798","10,215","9,636","10,505","11,277","12,963","14,113","11,605","17,620","10,961","27,413","6,180","21,087","5,426","13,863","4,884","12,208","3,743","11,386","1,859","9,214",149,"4,812",0,5,0,0,0,0,2025-08-03 10:00:47
경원선,월계,"1,208",6,"5,487","1,490","10,535","2,837","26,711","6,382","24,161","12,544","15,072","6,674","11,545","5,969","10,885","6,113","10,360","7,243","10,693","7,001","8,410","7,507","9,366","8,999","9,901","11,554","8,415","13,614","8,167","23,498","5,055","16,104","3,757","10,426","3,077","9,198","2,373","8,636","1,059","5,126",78,"1,266",1,3,0,0,0,0,2025-08-03 10:00:47
경원선,녹천,"1,704",37,"4,403",856,"8,849","1,660","22,236","4,665","18,938","4,996","10,142","2,903","8,021","3,440","6,699","3,318","7,275","4,232","5,688","4,148","4,602","4,751","5,397","5,391","6,136","7,029","5,816","9,555","4,942","15,394","3,131","11,698","2,013","7,314","1,801","6,464","1,299","6,334",404,"3,541",59,824,1,2,0,0,0,0,2025-08-03 10:00:47
경원선,창동,0,0,0,0,1,0,0,0,8,0,13,0,6,0,11,0,13,0,9,0,14,0,11,0,13,0,16,0,15,0,7,0,2,0,3,0,2,0,3,0,2,0,0,0,0,0,0,0,2025-08-03 10:00:47
경원선,방학,608,5,"12,605","1,986","16,733","6,050","35,590","10,083","30,278","22,540","20,106","12,857","16,790","11,956","15,950","11,090","17,892","12,182","14,825","12,521","13,797","14,553","14,320","17,231","15,282","20,118","17,496","23,671","18,490","30,766","10,444","26,558","8,011","15,367","6,830","12,983","4,149","11,715","2,314","7,034",328,"2,102",0,2,0,0,0,0,2025-08-03 10:00:47
경원선,도봉,387,9,"7,301","1,228","11,019","3,677","20,806","4,868","18,754","12,331","13,275","8,922","11,794","7,693","10,438","7,446","9,907","8,649","9,628","8,440","9,121","8,686","9,162","10,335","9,586","12,083","10,104","14,277","11,369","17,327","4,830","14,531","3,462","8,674","2,625","7,848","1,756","6,677",792,"4,074",202,"1,329",0,1,0,0,0,0,2025-08-03 10:00:47
경원선,도봉산,399,4,"7,015","1,222","10,419","3,332","22,867","5,247","22,506","7,278","15,328","10,318","12,631","11,359","12,372","11,433","13,862","11,924","15,240","9,229","15,688","8,624","16,628","8,882","16,646","9,572","15,254","9,709","12,900","10,967","8,180","9,527","5,616","5,289","3,590","5,102","2,335","4,263","1,203","2,756",205,"1,140",0,2,0,0,0,0,2025-08-03 10:00:47
경원선,망월사,582,6,"8,156","1,256","14,022","3,778","29,663","5,335","26,091","13,389","17,672","10,565","13,741","9,343","12,716","9,151","13,926","10,256","12,552","9,598","10,506","9,928","10,892","11,920","11,691","15,184","11,699","18,179","9,639","25,948","5,467","23,579","4,506","13,680","3,686","12,034","2,691","10,746","1,223","6,528",270,"3,432",0,2,0,0,0,0,2025-08-03 10:00:47
경원선,회룡,"2,080",26,"16,269","2,625","31,471","6,877","61,059","10,526","50,004","15,144","31,719","12,770","25,613","12,005","22,906","14,352","22,487","16,299","19,842","16,843","16,749","18,629","16,341","22,380","16,616","26,759","15,870","34,572","13,152","46,841","8,266","44,403","6,584","25,506","5,939","19,977","3,598","17,611","1,610","10,924",264,"4,915",1,2,0,0,0,0,2025-08-03 10:00:47
경원선,의정부,"3,354",29,"11,587","2,739","32,663","8,397","52,082","13,661","48,940","38,582","29,148","39,366","25,073","28,858","26,416","31,500","29,050","32,519","30,376","37,260","31,663","32,794","36,253","31,468","38,164","35,637","42,933","42,656","45,202","56,094","27,637","52,595","26,990","30,877","18,652","25,023","14,325","22,532","7,521","16,119","1,223","8,898",2,5,0,0,0,0,2025-08-03 10:00:47
경원선,가능,660,5,"8,590","1,513","12,287","3,777","25,200","7,871","21,305","13,900","12,756","7,642","11,959","6,389","10,945","7,557","10,724","8,036","9,346","8,444","8,414","7,362","8,949","9,703","9,875","11,369","11,927","14,556","8,910","19,728","5,552","19,260","4,735","12,230","3,635","9,072","2,740","8,827","1,127","4,972",245,"2,170",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,녹양,600,2,"5,830","1,080","8,365","2,397","16,757","5,639","14,467","8,274","8,984","4,765","7,861","3,721","7,138","4,754","7,462","5,416","6,325","5,390","5,241","5,571","6,070","7,712","6,786","8,303","7,069","10,433","7,594","13,320","3,712","13,219","3,023","7,961","2,756","6,430","4,749","6,385","1,211","3,564",96,"1,576",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,양주,"2,217",9,"6,468","1,784","12,555","6,115","31,569","12,016","22,876","9,627","17,286","7,041","14,306","5,967","13,064","7,150","12,102","9,149","11,739","8,845","9,846","9,561","9,448","11,021","10,519","11,938","11,863","18,172","11,965","21,623","6,089","21,843","3,949","14,823","2,968","10,162","1,817","10,368",784,"5,432",109,"2,540",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,덕계,65,0,"7,032",752,"17,411","3,387","31,380","4,694","28,542","7,475","13,264","4,847","10,073","3,335","8,084","4,040","7,451","4,768","7,615","5,503","5,968","5,867","6,131","8,043","6,941","10,884","7,441","15,594","7,991","23,625","4,193","19,941","3,427","14,198","2,914","11,107","2,261","8,838","1,184","6,412",280,"2,306",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,덕정,17,0,"5,443",990,"11,820","5,296","22,218","8,935","20,316","15,607","11,617","8,254","9,618","5,287","8,941","5,665","9,424","6,434","13,859","8,134","7,513","7,454","8,353","8,126","8,731","8,946","11,358","13,196","11,145","16,234","5,117","15,207","3,580","10,052","2,696","8,978","1,968","6,907","1,088","4,366",289,"2,358",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,지행,99,2,"5,436","1,186","11,376","2,915","21,112","5,981","21,947","12,505","14,126","6,934","12,095","6,997","10,565","7,116","10,248","7,642","9,998","8,647","9,192","10,996","9,148","11,597","10,042","12,577","10,989","17,478","10,554","19,904","7,263","17,322","5,995","13,212","5,413","10,237","3,310","9,032","1,904","5,582",214,"3,885",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,동두천중앙,40,0,"2,750",620,"4,872","1,909","8,703","4,591","8,333","11,290","5,859","4,370","5,779","4,544","5,203","4,783","6,436","4,382","5,216","4,464","5,066","5,239","5,376","4,754","6,068","4,847","6,053","5,828","6,589","6,502","2,971","5,560","2,159","4,177","1,597","3,255",877,"3,044",434,"2,236",44,"1,280",0,0,0,0,0,0,2025-08-03 10:00:47
경원선,보산,71,0,"1,506",417,"2,153","1,489","3,869","2,356","3,891","3,436","3,168","1,633","3,293","1,618","2,904","1,581","2,751","1,498","2,346","1,740","2,608","2,188","3,136","2,301","3,869","2,826","4,433","3,340","2,978","3,915","1,892","4,036","1,319","3,577",928,"2,408",548,"1,782",255,"1,615",15,770,0,0,0,0,0,0,2025-08-03 10:00:47
경원선,동두천,37,1,"1,282",593,"2,523","2,213","4,209","5,116","5,286","4,598","3,983","2,431","3,545","2,120","3,529","2,468","3,295","2,929","3,746","3,225","3,343","3,075","4,212","2,738","4,068","2,791","3,499","3,524","3,865","3,680","1,828","3,152","1,106","2,725",630,"2,332",394,"1,594",226,"1,680",33,671,0,0,0,0,0,0,2025-08-03 10:00:47
경원선,소요산,148,1,526,683,706,"1,173","1,951","1,538","2,814","2,809","2,413","4,122","2,861","7,796","3,715","9,304","5,299","8,639","7,417","6,620","8,300","6,171","9,027","4,300","8,187","3,483","5,964","2,624","3,864","1,924","1,313","1,429","1,004","1,226",370,845,203,651,138,550,1,386,0,1,0,0,0,0,2025-08-03 10:00:47
경원선,청산,0,0,110,12,257,246,617,206,613,265,298,240,307,264,264,257,308,239,313,211,332,198,298,229,384,276,394,332,274,326,159,408,147,173,33,92,22,87,24,112,2,76,0,3,0,0,0,0,2025-08-03 10:00:47
경원선,전곡,8,0,663,23,"1,520",884,"3,092",861,"4,803","2,291","3,006","1,550","2,819","1,536","2,473","1,661","2,621","2,126","2,465","2,048","2,211","1,969","2,063","1,906","2,430","2,439","2,217","3,036","1,907","3,344","1,242","3,056","1,127","1,754",685,"1,354",438,"1,131",307,966,16,639,0,11,0,0,0,0,2025-08-03 10:00:47
경원선,연천,3,0,235,3,856,669,"1,453","1,036","3,791","3,396","2,560","2,166","1,700","3,136","2,180","4,334","3,175","4,359","4,289","3,955","4,859","3,259","4,622","2,352","3,581","2,215","2,732","2,049","2,249","2,138",924,"1,766",710,"1,068",332,592,139,509,58,365,5,221,0,1,0,0,0,0,2025-08-03 10:00:47
안산선,산본,818,1,"11,096","1,865","26,588","7,449","59,934","16,678","53,437","30,900","26,354","22,625","22,846","21,231","22,068","21,345","23,851","23,211","23,229","24,583","22,822","24,402","25,937","27,752","27,455","31,505","28,564","40,865","31,983","67,357","20,213","54,405","18,039","30,494","16,371","24,959","12,284","20,501","4,975","13,333",588,"4,068",0,1,0,0,0,0,2025-08-03 10:00:47
