호선,역,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
6호선,공덕,148,4,"5,200","2,602","9,541","13,700","23,405","46,751","33,702","105,742","23,907","52,777","20,473","24,459","23,518","21,223","23,840","21,259","25,131","22,127","24,982","20,666","29,524","21,288","36,445","25,929","65,686","33,141","91,438","45,197","39,951","27,846","31,188","17,855","27,482","17,233","20,566","15,663","9,499","10,415","1,240","4,200",0,173,0,0,0,0,2025-08-03 10:00:47
6호선,효창공원앞,5,0,"2,480",767,"6,382","4,438","19,027","8,243","29,453","25,868","16,286","12,886","10,508","7,328","9,758","7,406","10,551","8,088","11,303","8,617","9,169","8,600","9,970","9,153","12,891","11,469","17,371","14,225","25,018","21,866","10,128","15,120","6,760","9,893","5,718","8,496","4,439","8,238","2,226","5,162",445,"2,016",0,0,0,0,0,0,2025-08-03 10:00:47
6호선,삼각지(전쟁기념관),7,0,"1,923",840,"3,164","7,140","8,764","16,886","14,464","30,124","9,354","15,171","7,385","10,233","10,597","9,883","10,798","10,768","12,432","11,370","12,833","9,744","15,380","10,087","19,866","10,630","26,983","13,439","31,546","18,416","14,622","10,916","11,790","7,593","11,777","6,692","9,618","7,189","5,236","4,980",816,"1,398",0,7,0,0,0,0,2025-08-03 10:00:47
6호선,녹사평(용산구청),54,0,"1,289",454,"2,181","4,719","4,966","9,300","7,221","19,341","6,190","9,347","4,500","7,457","5,312","6,704","5,687","8,149","6,034","8,491","6,628","7,951","8,272","9,351","11,549","9,652","14,866","12,476","19,986","15,329","11,723","10,879","10,976","6,708","12,617","5,390","11,226","4,829","5,299","2,901",760,919,0,0,0,0,0,0,2025-08-03 10:00:47
6호선,이태원,164,0,"12,950","2,851","9,714","17,186","9,038","13,607","10,622","30,139","9,643","27,193","9,459","19,208","10,421","15,131","11,187","16,274","13,102","17,498","14,745","16,624","18,814","17,752","29,179","22,011","31,700","26,721","38,377","33,222","26,667","28,758","24,033","22,908","25,657","21,531","25,683","21,885","17,987","18,542","3,502","7,114",0,1,0,0,0,0,2025-08-03 10:00:47
6호선,한강진,26,0,699,882,"1,484","10,661","4,075","24,061","6,086","45,098","4,744","31,848","3,553","21,606","4,891","19,408","6,992","19,134","8,778","22,998","11,883","20,015","16,834","20,284","25,906","22,528","37,054","22,977","44,566","25,240","29,622","13,285","25,983","4,977","22,271","3,874","21,575","3,293","4,061","2,213",501,"1,554",0,155,0,0,0,0,2025-08-03 10:00:47
6호선,버티고개,0,0,883,327,"1,931","1,591","5,521","2,724","7,670","6,374","5,071","4,012","3,350","2,579","3,146","2,201","3,137","2,682","2,955","3,280","2,938","3,132","3,571","3,452","4,007","3,762","5,187","5,077","7,269","7,320","3,417","5,243","2,164","3,618","1,747","3,438","1,480","3,074",686,"1,862",163,512,0,27,0,0,0,0,2025-08-03 10:00:47
6호선,약수,1,0,"1,499",312,"2,121","2,671","5,190","6,469","8,328","17,620","6,006","9,234","4,771","5,757","4,606","5,385","5,748","5,015","5,706","5,447","5,684","5,142","6,242","5,623","7,286","6,008","10,043","8,118","14,614","10,552","7,392","6,160","5,887","3,808","5,551","3,183","4,729","2,830","2,378","1,769",496,623,0,0,0,0,0,0,2025-08-03 10:00:47
6호선,청구,16,0,"1,345",494,"2,986","3,251","7,268","7,788","10,204","22,904","6,373","11,495","5,160","4,818","4,920","4,148","4,821","4,537","5,149","4,458","5,015","4,455","5,551","4,828","7,228","5,148","8,695","6,260","14,456","7,883","8,764","5,389","5,147","3,761","4,495","3,384","3,735","3,185","1,830","2,046",393,713,1,1,0,0,0,0,2025-08-03 10:00:47
6호선,신당,134,0,"5,792","1,357","4,872","8,876","7,485","15,713","12,137","37,561","9,471","22,635","8,690","14,661","11,024","11,728","12,001","11,991","12,227","13,541","13,190","10,734","14,999","10,532","18,913","12,882","23,965","15,604","28,806","22,787","17,595","20,772","16,317","11,268","15,176","8,784","22,167","9,182","7,485","8,089","1,639","2,375",0,4,0,0,0,0,2025-08-03 10:00:47
6호선,동묘앞,129,0,"5,468","1,116","5,165","4,647","10,780","8,576","17,141","22,741","14,439","18,530","13,512","15,216","16,295","15,123","17,351","14,855","17,275","16,983","18,246","16,518","19,520","15,937","21,498","16,708","24,303","17,743","22,974","22,015","13,701","15,763","10,453","11,080","8,397","11,344","6,086","12,289","3,121","8,603",564,"2,715",1,96,0,0,0,0,2025-08-03 10:00:47
6호선,창신,2,0,"2,938",317,"5,622","1,935","16,442","4,878","18,092","5,507","9,585","3,892","5,897","2,602","4,805","2,440","4,958","3,077","4,473","3,289","3,735","3,157","4,486","4,045","5,232","4,988","4,725","6,738","4,642","10,507","2,857","8,096","2,596","5,240","1,735","5,100","1,158","4,965",543,"3,259",121,941,0,0,0,0,0,0,2025-08-03 10:00:47
6호선,보문,29,0,"4,575",765,"8,778","5,124","25,663","10,102","36,141","20,274","19,149","11,208","11,110","7,372","10,872","7,136","11,502","8,797","11,300","9,331","10,641","7,924","11,573","10,133","13,811","11,877","15,796","17,443","18,646","27,307","9,049","20,342","7,390","12,776","6,934","12,610","5,487","12,753","3,022","8,518",615,"3,005",0,0,0,0,0,0,2025-08-03 10:00:47
6호선,안암(고대병원앞),28,1,"1,853","1,611","3,884","7,236","11,016","19,714","14,077","39,833","12,483","38,333","13,585","22,313","16,007","15,914","18,384","19,589","17,914","19,623","20,237","16,789","24,976","14,952","33,362","14,141","44,082","16,109","36,457","21,841","19,017","16,921","17,489","11,333","15,463","12,300","14,095","13,330","8,218","8,932","1,352","3,569",1,103,0,0,0,0,2025-08-03 10:00:47
6호선,고려대(종암),58,3,"3,759",904,"8,252","4,892","23,194","13,292","28,687","26,290","14,900","17,513","11,079","8,513","10,932","8,030","12,539","9,628","13,387","11,422","11,531","9,370","13,532","9,904","21,126","12,081","22,737","15,124","20,486","23,825","10,353","18,801","7,627","11,979","7,202","12,460","6,004","12,112","2,538","8,511",488,"2,803",1,59,0,0,0,0,2025-08-03 10:00:47
6호선,월곡(동덕여대),25,1,"7,347",956,"15,802","4,055","43,311","8,907","49,797","26,189","24,383","17,912","16,572","11,713","15,130","10,989","16,098","12,249","15,855","14,088","14,604","14,026","15,359","16,698","18,026","21,116","19,732","27,370","27,076","44,502","13,048","32,774","10,029","19,145","7,938","18,079","5,263","16,166","2,617","10,694",496,"3,383",0,7,0,0,0,0,2025-08-03 10:00:47
6호선,상월곡(한국과학기술연구원),88,1,"5,866",513,"10,037","2,071","26,246","4,216","29,883","13,804","16,157","7,922","10,524","5,734","9,531","5,498","9,653","6,295","8,716","7,499","8,074","6,931","8,381","8,995","9,019","10,839","9,719","14,570","11,003","21,339","6,411","17,901","3,899","10,431","5,157","10,283","2,600","9,705","1,282","6,273",185,"2,278",0,1,0,0,0,0,2025-08-03 10:00:47
6호선,돌곶이,19,0,"8,692","1,110","21,023","3,800","55,411","7,401","54,808","18,394","26,505","11,928","17,572","9,527","15,436","10,133","16,569","12,054","15,876","13,047","13,975","12,676","14,161","16,396","14,766","19,785","16,723","27,879","16,326","46,010","10,799","35,597","7,569","20,115","6,677","17,774","4,839","17,928","2,060","10,790",440,"3,580",0,0,0,0,0,0,2025-08-03 10:00:47
6호선,석계,"1,316",7,"9,382","2,149","21,540","6,459","52,585","8,747","56,408","14,560","30,358","11,282","20,806","10,296","18,372","12,286","18,905","13,998","17,867","14,319","15,447","15,279","15,024","19,269","16,426","25,578","18,233","33,429","15,750","54,835","11,657","42,425","8,273","24,944","7,816","22,519","6,306","20,401","3,394","13,195",703,"4,162",0,10,0,0,0,0,2025-08-03 10:00:47
6호선,태릉입구,15,1,"4,874","1,216","8,504","3,782","20,851","3,877","23,424","8,617","12,548","7,010","9,206","5,546","8,205","6,462","8,795","6,903","8,552","7,932","8,216","8,692","8,584","9,376","9,645","12,074","10,286","15,613","9,948","25,721","6,449","19,866","5,173","11,496","4,837","11,176","3,793","9,997","2,057","7,862",415,"3,569",2,2,0,0,0,0,2025-08-03 10:00:47
6호선,화랑대(서울여대입구),31,0,"6,943","1,402","24,222","4,485","59,426","8,107","53,410","13,264","26,216","7,951","16,726","6,783","14,490","7,319","14,932","8,114","15,203","9,626","12,587","9,255","13,720","12,156","15,426","15,432","15,489","23,850","12,748","38,489","6,819","31,889","5,072","18,863","4,125","16,294","3,140","16,150","1,217","9,817",172,"3,731",0,14,0,0,0,0,2025-08-03 10:00:47
6호선,봉화산(서울의료원),8,0,"6,736",996,"18,770","3,096","48,574","6,546","39,705","12,964","18,742","8,027","13,719","7,011","11,894","7,031","12,327","8,413","11,004","9,938","9,674","9,794","10,181","13,001","11,632","14,966","13,089","22,418","11,340","31,352","5,680","28,575","4,149","16,708","3,528","14,194","3,017","13,974","1,155","8,085",136,"2,946",0,192,0,0,0,0,2025-08-03 10:00:47
6호선,신내,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:47
7호선,장암,4,0,"2,180",195,"9,135","1,267","19,256","1,540","12,951","2,074","4,779","3,048","2,767","3,413","2,392","3,486","3,177","2,855","3,293","1,968","3,802","1,516","4,452","1,623","4,192","1,944","4,076","2,631","3,464","4,017","2,299","3,077","1,305","1,983","1,006",892,597,854,176,596,38,190,0,0,0,0,0,0,2025-08-03 10:00:47
7호선,도봉산,113,2,"6,657","1,298","19,926","5,636","53,617","8,997","39,887","12,157","20,303","11,688","13,200","11,545","10,987","10,834","11,186","10,878","10,224","11,645","9,457","11,775","9,953","14,470","11,552","17,282","10,795","22,799","10,465","38,224","5,488","38,455","4,074","23,056","3,036","18,909","2,513","16,595","1,018","10,238",149,"4,262",3,128,0,0,0,0,2025-08-03 10:00:47
7호선,수락산,76,2,"10,933",859,"22,985","5,914","49,786","9,304","48,736","18,405","29,550","17,198","21,466","16,782","19,115","17,034","20,528","18,011","20,534","16,120","19,693","16,569","20,662","19,607","20,834","23,538","20,496","31,672","20,553","46,014","12,583","42,400","9,064","25,816","7,123","20,663","4,495","18,240","2,359","11,435",319,"4,207",3,1,0,0,0,0,2025-08-03 10:00:47
7호선,마들,40,0,"11,943","1,348","29,777","3,442","70,938","8,124","66,077","13,303","33,247","11,199","23,263","10,844","21,150","12,532","21,919","14,795","18,311","15,269","16,283","17,020","16,701","20,445","16,482","25,549","14,942","32,754","13,566","52,760","8,863","50,392","6,359","27,386","4,628","23,903","3,111","21,555","1,341","13,325",230,"4,090",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,노원,37,0,"8,240","2,684","16,387","9,776","41,602","18,047","43,604","52,127","28,660","47,805","29,176","34,919","32,864","35,228","36,275","37,072","36,727","40,442","38,192","38,783","42,946","39,823","46,654","43,932","47,665","49,267","49,743","67,259","32,971","52,248","30,035","26,388","25,247","21,832","23,261","18,263","8,588","12,057","1,749","3,977",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,중계,38,0,"10,630","2,268","27,295","5,674","65,265","17,540","65,059","30,000","35,164","16,122","25,092","12,752","22,714","14,064","24,922","14,647","21,672","15,770","19,290","14,858","18,882","18,102","20,626","22,513","21,342","31,174","18,466","50,259","10,172","47,592","7,511","27,313","9,241","23,443","6,413","21,033","2,604","12,305",402,"3,880",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,하계,90,1,"9,672","1,838","28,634","7,132","73,617","17,741","73,097","27,703","40,081","21,032","29,015","16,435","28,250","16,763","28,587","22,160","26,519","25,495","25,415","22,582","29,168","25,282","31,850","30,404","31,310","39,005","25,733","63,042","14,384","54,944","13,374","31,616","11,326","27,095","8,184","25,928","2,604","17,047",583,"5,189",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,공릉(서울과학기술대),40,0,"6,491","1,111","15,647","4,640","39,834","12,134","44,241","23,805","24,499","17,370","18,508","13,046","17,818","12,785","19,073","14,748","19,912","15,520","17,642","15,376","19,274","18,196","21,169","22,641","22,845","27,859","22,735","42,939","13,678","36,566","10,908","20,614","10,171","17,640","8,074","18,266","4,224","11,811",735,"4,142",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,태릉입구,174,1,"8,223","1,300","8,585","5,221","20,420","8,168","26,362","18,781","16,546","11,497","12,378","9,020","11,642","8,856","13,131","9,947","13,077","11,127","12,127","11,044","13,913","11,660","15,696","14,032","18,761","17,381","19,192","24,605","11,303","20,899","8,823","13,679","7,987","11,803","5,863","11,428","2,883","7,238",564,"3,237",0,"1,193",0,0,0,0,2025-08-03 10:00:47
7호선,먹골,54,0,"8,191",650,"14,801","3,549","36,378","6,324","44,654","16,876","25,881","11,402","18,314","10,224","16,184","11,400","16,494","12,235","16,036","13,111","13,932","13,822","13,516","17,276","14,722","21,666","15,645","27,568","17,920","41,542","11,233","33,090","8,717","20,465","6,794","17,619","4,879","15,388","2,052","9,823",468,"2,747",0,123,0,0,0,0,2025-08-03 10:00:47
7호선,중화,140,1,"8,667","1,151","16,178","4,996","38,085","9,726","47,770","22,695","26,820","12,325","17,670","9,857","15,768","10,225","16,512","11,924","14,939","12,068","13,774","12,929","13,491","17,313","16,242","20,692","18,474","25,357","19,243","39,069","11,387","33,869","8,204","20,287","6,895","18,063","4,916","16,821","2,195","9,902",382,"2,930",1,73,0,0,0,0,2025-08-03 10:00:47
7호선,상봉,509,21,"10,711","1,640","21,816","7,377","56,215","13,759","77,825","29,824","39,316","21,321","24,056","16,911","22,305","17,225","25,060","19,843","24,146","20,897","22,355","20,411","23,477","23,471","26,783","29,239","30,319","41,979","33,620","68,816","22,366","57,091","18,140","33,345","17,341","26,571","13,315","26,225","7,194","16,059","1,517","7,053",0,86,0,0,0,0,2025-08-03 10:00:47
7호선,면목,69,0,"14,299",990,"25,176","5,558","57,337","9,384","71,837","22,065","40,864","16,063","25,199","13,134","20,589","14,259","21,604","15,237","20,724","16,785","16,814","18,089","17,375","23,493","20,141","29,903","19,416","36,136","20,777","55,248","14,518","47,510","9,325","28,089","6,987","24,930","4,271","23,553","2,185","12,612",417,"4,487",0,13,0,0,0,0,2025-08-03 10:00:47
7호선,사가정,35,0,"13,333","1,391","25,458","8,344","57,596","13,002","72,995","24,641","42,919","17,071","27,344","15,330","22,687","15,844","24,123","17,942","22,232","19,103","20,015","20,343","20,325","26,821","21,897","33,007","24,287","42,948","24,754","66,991","17,228","53,210","12,812","30,318","10,332","27,395","7,540","23,564","4,202","12,634",749,"4,471",0,1,0,0,0,0,2025-08-03 10:00:47
7호선,용마산(용마폭포공원),18,1,"5,357",681,"11,497","2,369","24,513","4,156","29,792","9,603","15,647","5,384","9,648","5,117","8,119","4,992","8,490","6,076","7,716","6,755","6,245","6,748","6,645","9,246","7,611","11,103","7,234","14,816","7,476","23,464","4,919","18,618","3,425","10,960","2,834","10,408","1,708","9,588",938,"5,847",168,"1,982",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,중곡,10,3,"7,143",744,"14,221","4,662","31,860","17,341","47,856","32,966","29,540","15,426","17,917","10,349","15,453","9,492","16,255","11,197","14,470","12,246","13,583","12,715","13,918","15,400","19,135","18,828","23,329","23,099","25,742","36,100","12,785","29,335","8,968","17,338","6,843","16,329","5,092","14,085","2,028","7,993",446,"2,670",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,군자(능동),43,1,"9,510",901,"16,036","6,461","39,163","10,290","60,598","29,006","39,529","20,399","22,699","13,450","19,521","12,944","21,213","13,506","20,486","15,579","19,206","16,398","19,660","19,654","22,830","22,457","30,803","30,686","35,329","46,889","21,843","35,643","18,430","21,812","18,004","19,096","13,565","17,044","7,330","9,968","1,407","3,382",0,51,0,0,0,0,2025-08-03 10:00:47
7호선,어린이대공원(세종대),28,0,"3,324","1,050","8,346","8,454","21,759","16,502","35,078","54,530","25,483","41,493","16,209","21,214","16,274","18,296","18,985","20,316","20,813","22,199","18,710","18,836","22,971","18,172","32,473","18,910","41,365","23,800","46,047","34,538","22,535","24,349","18,374","16,433","17,299","15,202","14,473","15,098","7,591","10,968","1,371","3,139",1,11,0,0,0,0,2025-08-03 10:00:47
7호선,건대입구,59,1,"4,606","1,223","5,745","10,255","14,848","22,587","20,674","39,785","17,428","33,004","15,631","24,828","17,407","22,554","19,718","24,623","21,865","27,732","24,111","24,530","30,300","23,980","35,864","24,999","45,340","30,995","37,685","40,648","26,690","26,386","27,604","14,936","23,330","13,220","20,032","10,958","10,096","6,453","1,731","3,333",2,212,0,0,0,0,2025-08-03 10:00:47
7호선,자양(뚝섬한강공원),8,0,"5,608",849,"10,575","5,024","24,091","7,503","32,435","14,192","21,275","11,589","12,271","9,282","10,636","9,325","10,831","11,123","10,752","12,586","10,806","13,221","11,915","15,258","14,378","17,658","17,119","23,133","18,086","35,247","11,632","27,344","13,987","17,637","16,402","15,975","13,381","12,754","6,120","6,251","1,071","1,842",0,1,0,0,0,0,2025-08-03 10:00:47
7호선,청담,13,0,"2,578","4,112","7,100","35,573","11,914","63,633","15,186","144,027","13,610","92,537","12,959","34,787","15,742","21,887","19,105","22,338","19,650","22,355","24,002","19,599","32,054","17,360","45,216","17,911","74,069","19,330","110,799","20,304","52,680","14,260","29,667","10,267","26,493","8,867","20,012","6,847","5,414","3,672",769,"2,254",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,강남구청,12,0,"1,974","1,964","4,157","17,293","8,297","41,441","10,146","116,303","10,231","104,340","9,514","43,162","12,026","25,229","15,127","21,771","17,295","22,556","21,550","18,837","26,511","17,382","33,359","17,482","56,186","19,708","94,321","22,127","56,972","13,577","34,356","9,500","32,276","7,124","22,866","5,750","9,212","3,811","1,561","1,771",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,학동,10,3,"1,979","1,853","4,726","25,338","8,957","62,117","12,580","188,784","12,023","136,668","12,351","54,344","15,428","27,159","19,585","23,324","21,360","26,728","27,118","21,795","35,548","18,265","45,692","18,263","93,020","19,555","169,182","21,484","76,695","12,889","40,636","8,522","33,692","7,853","25,878","5,515","9,261","3,496","1,464","1,298",1,0,0,0,0,0,2025-08-03 10:00:47
7호선,논현,28,0,"2,987","1,754","4,869","18,764","9,364","46,901","14,633","113,693","12,469","97,443","11,837","39,520","13,930","24,411","15,956","22,959","17,669","24,789","22,844","22,559","28,236","21,212","35,462","23,535","68,393","29,155","107,793","35,981","58,184","19,605","38,832","11,624","38,672","9,680","35,156","7,582","17,157","5,139","3,248","2,631",1,0,0,0,0,0,2025-08-03 10:00:47
7호선,반포,13,1,"1,054",988,"3,253","15,151","9,296","14,840","12,605","21,789","9,402","17,832","6,916","11,868","7,567","11,983","9,147","11,307","10,226","11,008","11,011","9,838","15,074","9,423","21,359","9,530","22,256","10,916","19,853","13,319","13,380","7,974","11,002","5,637","10,171","4,629","7,502","4,498","2,219","2,547",307,757,0,0,0,0,0,0,2025-08-03 10:00:47
7호선,고속터미널,15,4,"1,466","3,231","3,484","24,314","13,078","44,474","20,764","53,773","27,158","39,236","26,510","31,723","29,309","29,643","30,231","26,191","29,953","29,190","31,040","25,054","41,583","20,868","46,431","21,846","65,601","23,297","52,080","26,879","33,647","16,774","33,855","10,401","30,663","9,994","23,191","5,507","7,229","2,990",780,808,0,4,0,0,0,0,2025-08-03 10:00:47
7호선,내방,3,1,"2,773","2,306","8,804","16,672","19,619","29,721","29,161","80,705","21,452","47,158","16,164","21,978","15,669","17,186","18,202","17,500","19,688","18,434","20,536","17,376","22,588","17,157","29,788","18,776","50,051","26,028","70,913","34,115","27,535","21,185","19,922","13,871","18,703","12,288","12,734","9,899","4,294","6,288",734,"2,690",0,184,0,0,0,0,2025-08-03 10:00:47
7호선,이수,41,0,"4,973","1,494","10,802","19,206","31,298","19,227","45,365","45,849","31,042","31,656","21,425","21,578","21,584","20,906","23,704","22,067","24,741","24,897","24,724","23,882","27,626","25,879","35,761","30,344","40,559","44,153","48,232","62,419","28,349","39,938","26,547","21,706","29,235","18,084","24,454","15,800","12,499","9,529","2,175","2,976",1,17,0,0,0,0,2025-08-03 10:00:47
7호선,남성,43,2,"6,852",932,"15,586","3,605","40,805","6,974","57,518","15,108","35,638","12,017","20,582","10,912","17,030","11,014","17,065","12,815","16,679","13,442","14,746","14,416","14,499","17,793","14,804","21,481","15,301","29,743","14,686","46,941","9,239","33,153","8,302","21,196","6,841","18,106","4,588","16,491","2,088","9,847",434,"3,016",1,2,0,0,0,0,2025-08-03 10:00:47
7호선,숭실대입구(살피재),31,0,"6,401",969,"14,474","3,850","40,387","7,336","51,340","16,963","33,328","19,205","19,962","12,347","17,368","12,474","18,177","14,632","18,110","15,360","15,389","16,092","16,069","19,679","19,325","23,174","24,333","31,630","18,590","47,848","11,254","33,743","9,830","22,070","8,666","20,634","7,133","20,186","3,821","13,629",782,"3,873",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,상도,16,2,"5,668","1,968","14,098","6,157","37,998","8,484","48,120","20,913","29,855","17,791","19,092","12,151","16,509","11,475","17,337","14,904","17,701","13,928","15,255","14,563","16,855","17,242","20,346","20,332","22,654","27,934","20,744","44,937","12,134","30,977","9,936","20,470","8,706","18,149","7,409","17,389","3,909","11,179",883,"3,345",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,장승배기,9,0,"5,686","1,903","12,343","9,496","28,061","10,663","39,739","23,426","24,837","13,951","16,295","10,624","14,465","10,383","15,363","12,108","14,988","12,859","13,703","13,005","14,122","15,334","17,183","17,103","18,783","21,961","19,177","33,483","9,588","23,076","8,319","15,207","7,337","13,495","5,024","12,116","2,068","7,818",460,"2,585",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,신대방삼거리,83,1,"10,134",815,"20,566","5,172","54,648","9,247","77,981","20,526","43,246","17,655","25,086","14,520","22,202","14,579","24,464","15,839","21,707","17,554","20,157","18,746","18,915","22,152","20,855","27,638","20,829","38,749","22,639","65,606","12,980","47,304","11,194","27,698","9,705","25,906","6,849","21,894","3,481","14,323",755,"4,956",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,보라매,11,1,"3,817",879,"6,867","3,493","18,306","9,804","25,632","23,050","15,023","10,836","9,138","8,289","8,773","8,067","9,703","9,102","9,908","8,680","9,739","8,143","10,220","9,357","11,988","11,305","13,704","16,402","17,297","25,279","7,808","17,879","7,158","11,172","6,347","10,077","5,279","8,641","2,043","5,473",346,"2,152",0,5,0,0,0,0,2025-08-03 10:00:47
7호선,신풍,164,0,"14,598","1,149","17,700","5,676","42,994","12,080","54,401","21,592","30,007","14,462","17,609","12,194","15,978","11,716","16,747","13,011","15,883","13,465","14,814","13,587","15,514","17,294","18,164","21,205","18,795","31,200","19,786","45,184","11,937","31,907","8,922","19,387","7,542","18,084","5,617","15,769","2,337","8,185",410,"2,836",8,372,0,0,0,0,2025-08-03 10:00:47
7호선,대림(구로구청),62,3,"11,736",942,"8,829","4,044","17,862","8,787","23,578","20,084","18,626","16,123","13,488","18,821","14,438","18,108","15,382","15,330","16,384","15,582","16,675","15,552","17,153","16,814","18,122","18,302","20,072","24,488","20,744","24,239","13,023","16,401","10,349","12,057","8,488","14,320","6,832","11,344","3,365","5,652",456,"1,324",0,1,0,0,0,0,2025-08-03 10:00:47
7호선,남구로,120,9,"18,500","1,441","16,879","8,076","32,202","37,417","36,470","101,157","24,018","46,653","16,655","19,900","14,993","15,682","16,553","16,082","15,472","15,913","14,729","15,153","17,098","17,827","21,954","23,297","49,410","31,994","77,322","32,959","31,803","23,163","16,932","16,128","11,237","18,086","7,649","14,910","3,376","8,285",509,"2,037",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,가산디지털단지,675,6,"6,344","5,697","11,555","31,078","25,977","158,250","30,514","418,798","20,930","240,690","19,776","62,060","24,439","37,330","32,805","35,527","37,111","35,223","41,933","29,168","55,640","27,227","85,292","26,820","238,194","30,658","336,606","38,208","127,550","27,357","72,570","16,709","54,101","14,153","30,736","12,895","12,247","8,386","1,790","2,921",2,0,0,0,0,0,2025-08-03 10:00:47
7호선,철산,18,0,"10,928","3,728","37,199","12,216","92,547","19,889","89,072","38,800","48,559","28,300","32,393","21,827","28,923","21,092","31,035","23,106","27,193","26,247","26,117","25,804","27,912","29,703","32,522","39,154","36,071","60,553","38,008","100,717","21,629","72,937","18,948","40,912","18,386","34,969","15,092","32,079","6,751","18,585","1,234","5,293",0,0,0,0,0,0,2025-08-03 10:00:47
7호선,광명사거리,189,4,"20,712","7,163","34,779","13,525","86,614","16,763","88,109","28,435","47,830","25,523","32,593","25,707","29,087","27,322","30,828","30,610","30,396","30,702","28,139","29,382","31,518","36,019","38,128","41,593","36,457","55,883","33,795","87,399","22,996","62,300","16,550","35,615","12,573","30,572","9,313","25,640","3,871","14,946",815,"4,385",0,1,0,0,0,0,2025-08-03 10:00:47
7호선,천왕,24,0,"9,406",837,"21,831","5,907","58,785","10,181","61,806","18,429","32,821","9,811","19,655","8,462","16,422","9,352","16,101","11,949","14,637","12,930","13,203","13,261","13,045","16,863","15,409","22,281","15,993","32,259","15,750","50,534","7,516","38,982","5,798","23,225","4,358","19,321","3,130","17,056","1,254","10,665",318,"2,777",0,51,0,0,0,0,2025-08-03 10:00:47
7호선,온수(성공회대입구),283,1,"9,940",689,"21,708","3,734","47,641","10,446","53,841","15,482","23,852","7,257","13,695","6,320","11,821","6,194","11,947","7,555","10,633","8,782","9,132","9,067","10,241","12,062","11,961","15,128","13,167","22,915","13,389","40,902","6,430","29,179","4,687","18,288","4,462","15,139","2,752","13,815","1,511","8,484",308,"4,263",0,979,0,0,0,0,2025-08-03 10:00:47
7호선,까치울,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:47
7호선,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:46
8호선,암사역사공원,5,0,"3,315",637,"10,552","3,065","31,657","6,878","34,323","7,847","17,083","4,584","10,459","4,433","8,796","4,864","8,550","6,381","8,123","6,532","7,728","7,240","7,658","8,168","9,785","10,891","10,867","16,485","11,801","24,738","6,168","19,012","4,154","12,742","3,554","10,135","2,472","11,567",923,"5,241",183,"1,386",0,0,0,0,0,0,2025-08-03 10:00:47
8호선,암사,128,0,"16,182",901,"26,480","5,482","72,517","9,093","84,177","20,884","44,315","15,337","27,280","12,812","23,784","16,010","24,074","16,930","22,227","17,887","18,686","19,672","18,595","27,112","19,666","31,828","21,929","43,369","23,108","69,228","14,192","49,400","11,223","29,736","8,619","25,629","5,956","24,659","2,300","12,799",521,"4,241",0,167,0,0,0,0,2025-08-03 10:00:47
8호선,천호(풍납토성),98,2,"12,037","2,306","18,116","13,017","48,001","21,287","60,212","39,234","34,732","32,893","23,296","25,139","23,129","26,412","24,812","28,603","25,109","31,655","25,525","29,625","28,507","35,036","33,239","37,914","41,460","52,065","43,572","77,484","28,208","51,191","24,021","29,600","17,996","27,573","13,546","21,728","6,471","13,416","1,617","4,040",0,0,0,0,0,0,2025-08-03 10:00:47
8호선,강동구청,34,0,"6,081",874,"12,759","6,323","31,475","17,207","40,307","38,723","24,385","16,492","17,254","12,212","15,124","10,934","14,998","12,338","14,430","14,143","13,932","13,658","15,236","16,430","17,137","19,181","22,995","26,354","31,689","37,455","11,624","26,567","9,328","16,766","7,435","15,399","5,693","12,804","2,121","7,233",447,"2,179",0,0,0,0,0,0,2025-08-03 10:00:47
